,word,frequency
0,one,4
1,wrong,3
2,woods,3
3,trail,3
4,path,3
5,lost,3
6,bears,3
7,thoughts,2
8,soon,2
9,smaller,2
10,sense,2
11,say,2
12,remember,2
13,plenty,2
14,panic,2
15,omg,2
16,ok,2
17,make,2
18,long,2
19,know,2
20,hike,2
21,got,2
22,first,2
23,felt,2
24,far,2
25,enough,2
26,deeper,2
27,best,2
28,bear,2
